register_id	name	institution_id	institution_name	created	modified	addresses_roadtype_id	addresses_roadtype_name	addresses_road_id	addresses_road_name	addresses_start_street_number	addresses_end_street_number	addresses_neighborhood_id	addresses_neighborhood_name	addresses_district_id	addresses_district_name	addresses_zip_code	addresses_town	addresses_main_address	addresses_type	values_id	values_attribute_id	values_category	values_attribute_name	values_value	values_outstanding	values_description	secondary_filters_id	secondary_filters_name	secondary_filters_fullpath	secondary_filters_tree	secondary_filters_asia_id	geo_epgs_25831_x	geo_epgs_25831_y	geo_epgs_4326_lat	geo_epgs_4326_lon	estimated_dates	start_date	end_date	timetable
﻿99400395043	Escola Yoga&Yoga			2015-08-28T13:58:08+02:00	2015-08-28T13:58:25+02:00			356803	C Verdi	169		31	la Vila de Gràcia	6	Gràcia	8012	BARCELONA	True		227418	20001	Telèfons	Tel.	686310207	True							429208.2505842403	4584364.033361907	41.40770634966362	2.153021781950009				
﻿99400100461	Programa de Coeducació	99082160443	Institut de Ciències de l'Educació de la Universitat Autònoma de Barcelona *Sant Pau	2004-11-30T08:40:00+01:00	2023-02-01T17:02:37.144888+01:00			297001	C Sant Antoni Maria Claret	171		35	el Guinardó	7	Horta-Guinardó	8025	BARCELONA	True		212099	20001	Telèfons	Tel.	93 581 13 84	True		56732071	Universitats	Planol BCN >> Educació >> Ensenyament reglat >> Universitats	651	65103003001003	431211.3219929034	4585020.379375686	41.41379174747705	2.176910232352591				
﻿99400145529	Centre per a la Innovació Local			2005-10-19T13:18:51+02:00	2023-01-20T14:10:18.846278+01:00			191204	C Mallorca	244		7	la Dreta de l'Eixample	2	Eixample	8008	BARCELONA	True		214824	20001	Telèfons	Tel.	93 402 07 09	True		56732071	Universitats	Planol BCN >> Educació >> Ensenyament reglat >> Universitats	651	65103003001003	429920.92600087594	4582734.497404198	41.39309214642118	2.1617362380548197				
﻿99400145553	Grup de Tecnologia Musical			2005-10-19T15:38:30+02:00	2023-01-30T15:35:41.207093+01:00			330107	Carrer de Tànger	122	122	66	el Parc i la Llacuna del Poblenou	10	Sant Martí	8018	Barcelona	True		214829	20001	Telèfons	Tel.	93 542 21 63	True		56732071	Universitats	Planol BCN >> Educació >> Ensenyament reglat >> Universitats	651	65103003001003	432673042	4583881157	41.40365489256486	2.194525488265476				
﻿99400336123	Escola de Swing Spank The Baby			2014-02-21T13:51:28+01:00	2016-02-18T17:13:29+01:00			366807	C Vistalegre	18		1	el Raval	1	Ciutat Vella	8001	BARCELONA	True		226120	20001	Telèfons	Tel.	634505446	True							430308.5665672802	4581123.481205393	41.37861592589865	2.1665579175689706				
﻿99400286804	Escola de Música	92168152049	Orfeó Martinenc	2012-02-15T00:00:00+01:00	2012-02-15T17:07:12+01:00			209900	Av Meridiana	97		65	el Clot	10	Sant Martí	8026	BARCELONA	True		224789	20001	Telèfons	Tel.	932453990	True							432011.0163811459	4584254.423005767	41.40696107080535	2.186564094304583				
﻿99400196878	Escola La Bobina d'Art			2007-12-20T16:49:22+01:00	2023-02-16T09:56:49.390487+01:00			338506	C Tordera	42		31	la Vila de Gràcia	6	Gràcia	8012	BARCELONA	True		219294	20001	Telèfons	Tel.	93 210 4128	True							429915.26285871904	4583681.361166707	41.40161972266257	2.1615589069798937				
﻿99400417811	Escola de Perruqueria Miguel Griñó			2016-01-08T14:22:12+01:00	2022-10-17T12:48:58.071104+02:00			329902	C Tamarit	151		10	Sant Antoni	2	Eixample	8015	BARCELONA	True		228336	20001	Telèfons	Tel.	93 426 66 09	True		56732073	Formació professional	Planol BCN >> Educació >> Ensenyament reglat >> Formació professional	651	65103003001005	429773.2017812299	4581083.09048885	41.37820559348554	2.1601608104554217				
﻿99400578078	Escola Auditori			2018-02-26T13:06:15+01:00	2024-09-10T08:47:43.507240+02:00			369204	Carrer de Zamora	115	119	66	el Parc i la Llacuna del Poblenou	10	Sant Martí	8018	Barcelona	True		604882	20001	Telèfons	Tel.	93 707 18 23	False		56731069	Ensenyament infantil (3-6 anys)	Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys)	651	65103003000001	432156629	4583136627	41.396905717089446	2.188431343218754				
﻿99400578078	Escola Auditori			2018-02-26T13:06:15+01:00	2024-09-10T08:47:43.507240+02:00			369204	Carrer de Zamora	115	119	66	el Parc i la Llacuna del Poblenou	10	Sant Martí	8018	Barcelona	True		604882	20001	Telèfons	Tel.	93 707 18 23	False		56732068	Educació primària	Planol BCN >> Educació >> Ensenyament reglat >> Educació primària	651	65103003001000	432156629	4583136627	41.396905717089446	2.188431343218754				
﻿99400223887	Llar d'Infants Pas a Pas			2009-04-02T11:22:36+02:00	2025-02-28T10:21:03.995704+01:00			152905	Rda Guinardó	65		33	el Baix Guinardó	7	Horta-Guinardó	8024	BARCELONA	True		222070	20001	Telèfons	Tel.	93 450 98 48	True		56731068	Ensenyament infantil (0-3 anys)	Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys)	651	65103003000000	430554.1473866763	4584964.889782396	41.41323545383285	2.169053980071395				
﻿99400574320	Centre Educatiu Sant Joan de Déu			2018-01-15T17:24:36+01:00	2020-06-15T10:26:47+02:00			213806	C Miret i Sans	10		21	Pedralbes	4	Les Corts	8034	BARCELONA	True		231049	20001	Telèfons	Tel.	932800949	True		56732073	Formació professional	Planol BCN >> Educació >> Ensenyament reglat >> Formació professional	651	65103003001005	425723.94482841156	4582555.593253711	41.3911041816596	2.111560842144092				
﻿99400318565	Escola de Música Trémolo, Formació Musical			2013-05-22T14:24:46+02:00	2024-07-02T10:01:42.874867+02:00			156407	Carrer d'Homer	45	49	27	el Putxet i el Farró	5	Sarrià-Sant Gervasi	8023	Barcelona	False		225662	20001	Telèfons	Tel.	932371379	True		56732070	Música	Planol BCN >> Educació >> Ensenyament reglat >> Música	651	65103003001002	428589626	4584345095	41.407481060817155	2.145623353609984				
﻿99400265079	Escola de Ciclisme	75990399039	Federació Catalana de Ciclisme	2011-02-22T00:00:00+01:00	2011-02-22T14:50:54+01:00			352507	Pg Vall d'Hebron	185		43	Horta	7	Horta-Guinardó	8035	BARCELONA	True		223862	20003	Telèfons	Centraleta	933012444	True							428901.8328591757	4587685.925921886	41.43759819875711	2.1489655169553994				
﻿99400303596	Escola de Cuina Sabores Taller de Cocina			2012-10-23T12:24:52+02:00	2023-05-08T12:13:35.125761+02:00			306306	C Sant Lluís	58		31	la Vila de Gràcia	6	Gràcia	8024	BARCELONA	True		225321	20001	Telèfons	Tel.	93 180 33 41	True							429890.4549987007	4584166.428430949	41.40598638513339	2.161205971340301				
﻿1166124831	Institut Ciències del Mar	1166123959	Centre Mediterrani d'Investigacions Marines i Ambientals	2001-06-15T00:00:00+02:00	2024-11-19T17:15:54.943723+01:00			197903	Passeig Marítim de la Barceloneta - Oriol Bohigas	37		3	la Barceloneta	1	Ciutat Vella	8003	Barcelona	True		131985	20003	Telèfons	Centraleta	932309500	True							432785.0033372476	4581877.834344472	41.38562087271976	2.1960871806342315				
﻿99400391554	Institut Viladomat			2015-07-15T12:09:39+02:00	2025-03-12T13:04:01.905715+01:00			89004	C Consell de Cent	148		9	la Nova Esquerra de l'Eixample	2	Eixample	8015	BARCELONA	True		227511	20001	Telèfons	Tel.	938846029	True		56732069	Educació secundària	Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària	651	65103003001001	429284.053439581	4581548.536843989	41.38235487122607	2.1542574035215756				
﻿99400391557	Institut Nàutica de Barcelona			2015-07-15T12:24:28+02:00	2019-11-27T10:20:42+01:00			354455	C Escar	6		3	la Barceloneta	1	Ciutat Vella	8039	BARCELONA	True		227351	20001	Telèfons	Tel.	938846074	True							432099.5272218988	4580782.75689583	41.3757002340989	2.1880121526965084				
﻿75990362443	Centre Educatiu Roca			1996-09-18T00:00:00+02:00	2023-02-28T13:28:51.514844+01:00			209900	Av Meridiana	263		61	la Sagrera	9	Sant Andreu	8027	BARCELONA	True		152062	20001	Telèfons	Tel.	932430770	True		56732069	Educació secundària	Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària	651	65103003001001	432015.18800678325	4585907.443891129	41.42184965206082	2.186428239062364				
﻿75990362443	Centre Educatiu Roca			1996-09-18T00:00:00+02:00	2023-02-28T13:28:51.514844+01:00			209900	Av Meridiana	263		61	la Sagrera	9	Sant Andreu	8027	BARCELONA	True		152062	20001	Telèfons	Tel.	932430770	True		56732073	Formació professional	Planol BCN >> Educació >> Ensenyament reglat >> Formació professional	651	65103003001005	432015.18800678325	4585907.443891129	41.42184965206082	2.186428239062364				
﻿99400355657	Centre de Formació Edukative			2014-10-14T14:01:10+02:00	2017-03-13T09:23:34+01:00			15201	C Andrade	15		65	el Clot	10	Sant Martí	8018	BARCELONA	True		226625	20001	Telèfons	Tel.	931652490	True		56733069	Idiomes	Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes	651	65103003002001	432641.6511705606	4584676.85101286	41.410818846031866	2.1940614144109145				
﻿75990131557	Centre Educatiu FEP Mare de Déu de Montserrat *Varsòvia			1996-09-18T00:00:00+02:00	2023-02-28T13:34:49.420684+01:00			354502	C Varsòvia	162		35	el Guinardó	7	Horta-Guinardó	8041	BARCELONA	True		143589	20001	Telèfons	Tel.	934557625	True							430801.67688699905	4585430.404294955	41.41744952854562	2.171962218124971				
﻿99400132351	Autoescola Madrazo *Ronda General Mitre			2005-07-23T13:10:12+02:00	2023-10-03T10:37:10.905053+02:00			143904	Rda General Mitre	248		27	el Putxet i el Farró	5	Sarrià-Sant Gervasi	8006	BARCELONA	True		213966	20001	Telèfons	Tel.	932375151	True							428904.6495689446	4584195.330943312	41.40616011879343	2.1494095904504				
﻿99400389155	Autoescola Bel-Air *Brasil			2015-06-16T16:25:35+02:00	2015-06-16T16:25:50+02:00			48404	Rbla Brasil	1		17	Sants - Badal	3	Sants-Montjuïc	8028	BARCELONA	True		226955	20001	Telèfons	Tel.	933399712	True							427245.68140983523	4580839.856328583	41.375790322134684	2.1299667869816594				
﻿75990119863	Escola Audicor			1996-09-18T00:00:00+02:00	2023-10-03T10:42:17.169735+02:00			322801	Sèneca	22		31	la Vila de Gràcia	6	Gràcia	8006	BARCELONA	True		144084	20001	Telèfons	Tel.	932171894	True							429459.44839672436	4583159.184165249	41.39687680348929	2.1561672909020553				
﻿99400313681	Complot Escuela de Creatividad			2013-03-19T14:01:46+01:00	2024-11-11T09:04:22.597277+01:00			209208	C Mercè	8		2	el Barri Gòtic	1	Ciutat Vella	8002	BARCELONA	True		224998	20001	Telèfons	Tel.	931856180	True							431391.17703401105	4581156.207107409	41.37900371639904	2.179499902376282				
﻿75990109884	Autoescola Roma			1996-09-18T00:00:00+02:00	2023-10-03T10:18:26.302900+02:00			363809	C Villarroel	97		8	l'Antiga Esquerra de l'Eixample	2	Eixample	8011	BARCELONA	True		142289	20001	Telèfons	Tel.	934549941	True							429507.4402064154	4581841.558031002	41.385013616994925	2.1568946773798294				
﻿75990109918	Escola de Dansa Elisenda Tarragó			1996-09-18T00:00:00+02:00	2024-06-28T10:55:20.364420+02:00			287201	Av Roma	159		8	l'Antiga Esquerra de l'Eixample	2	Eixample	8011	BARCELONA	True		142291	20001	Telèfons	Tel.	934546676	True							429588.9713651669	4582074.131778451	41.387115469349766	2.1578426756669873				
﻿99400267382	Espai Familiar de Criança Municipal Socioeducatiu i Centre Obert Municipal Les Corts - Sants			2011-03-25T14:51:09+01:00	2023-05-30T14:59:13.152008+02:00			38604	Carrer de Benavent	20		20	la Maternitat i Sant Ramon	4	Les Corts	8028	Barcelona	True		224193	20001	Telèfons	Tel.	934908514	True							426838.5243026509	4581145.116261007	41.3785027615121	2.125061491380325				
﻿97315165802	Centre Educatiu Thuya			1997-11-11T00:00:00+01:00	2017-02-24T13:55:04+01:00			302203	Sant Gervasi de Cassoles	68		25	Sant Gervasi - la Bonanova	5	Sarrià-Sant Gervasi	8022	BARCELONA	True		199657	20001	Telèfons	Tel.	932127412	True		56733068	Adults	Planol BCN >> Educació >> Ensenyament no reglat >> Adults	651	65103003002000	427852.2307999968	4584159.211072672	41.40574103739798	2.136824035870799				
﻿97315165802	Centre Educatiu Thuya			1997-11-11T00:00:00+01:00	2017-02-24T13:55:04+01:00			302203	Sant Gervasi de Cassoles	68		25	Sant Gervasi - la Bonanova	5	Sarrià-Sant Gervasi	8022	BARCELONA	True		199657	20001	Telèfons	Tel.	932127412	True		56732073	Formació professional	Planol BCN >> Educació >> Ensenyament reglat >> Formació professional	651	65103003001005	427852.2307999968	4584159.211072672	41.40574103739798	2.136824035870799				
﻿96149125854	Escola instal.ladors de Barcelona			1996-05-28T00:00:00+02:00	2025-04-15T16:43:46.286500+02:00			296100	Sant Alexandre	7		43	Horta	7	Horta-Guinardó	8031	BARCELONA	True		192444	20001	Telèfons	Tel.	934203193	True							430242.1510314177	4586824.665591687	41.42995872659554	2.1651066815186404				
﻿99400495849	Escola Superior d'Infermeria del Mar			2017-04-18T11:34:57+02:00	2024-05-27T10:34:44.097710+02:00			294874	Pg Salvat Papasseit	5		3	la Barceloneta	1	Ciutat Vella	8003	BARCELONA	True		230205	20001	Telèfons	Tel.	932465873	True		56732071	Universitats	Planol BCN >> Educació >> Ensenyament reglat >> Universitats	651	65103003001003	432422.99794243154	4581449.346454074	41.381731265825465	2.1918056817245497				
﻿98306085127	Llar d'Infants Niu de les Corts II			1998-11-02T00:00:00+01:00	2016-10-21T10:02:42+02:00			330708	C Taquígraf Garriga	80		19	les Corts	4	Les Corts	8029	BARCELONA	True		200796	20001	Telèfons	Tel.	934195278	True		56731068	Ensenyament infantil (0-3 anys)	Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys)	651	65103003000000	427739.1493232548	4582181.07434462	41.38791461592608	2.1357073438519913				
﻿75990293958	Escola Forma			1996-09-18T00:00:00+02:00	2023-10-03T10:16:32.845074+02:00			109101	Enamorats	78		6	la Sagrada Família	2	Eixample	8013	BARCELONA	True		149964	20001	Telèfons	Tel.	932450050	True							431635.6360751155	4584020.591210414	41.40482318525076	2.1820998081163725				
﻿98306090017	Llar d'Infants Blauet			1998-11-02T00:00:00+01:00	2016-10-18T13:43:45+02:00			311601	Pl Sant Vicenç de Sarrià	7		23	Sarrià	5	Sarrià-Sant Gervasi	8017	BARCELONA	True		200797	20001	Telèfons	Tel.	932805180	True		56731068	Ensenyament infantil (0-3 anys)	Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys)	651	65103003000000	426770.3425071668	4583251.420693862	41.397467149336975	2.1239915776249845				
﻿75990293974	Institut Superior Medicines Tradicionals			1996-09-18T00:00:00+02:00	2023-10-03T10:16:32.756548+02:00			127704	Carrer de Floridablanca	18	20	10	Sant Antoni	2	Eixample	8015	Barcelona	True		149966	20001	Telèfons	Tel.	934265050	True		56732069	Educació secundària	Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària	651	65103003001001	429346596	4580818605	41.375786116082566	2.15509041156104				
﻿75990293974	Institut Superior Medicines Tradicionals			1996-09-18T00:00:00+02:00	2023-10-03T10:16:32.756548+02:00			127704	Carrer de Floridablanca	18	20	10	Sant Antoni	2	Eixample	8015	Barcelona	True		149966	20001	Telèfons	Tel.	934265050	True		56732073	Formació professional	Planol BCN >> Educació >> Ensenyament reglat >> Formació professional	651	65103003001005	429346596	4580818605	41.375786116082566	2.15509041156104				
﻿75990293982	Escola de Perruqueria Llongueras *Meridiana			1996-09-18T00:00:00+02:00	2023-10-03T10:40:28.575162+02:00			209900	Av Meridiana	309		61	la Sagrera	9	Sant Andreu	8027	BARCELONA	True		149967	20001	Telèfons	Tel.	934081666	True							431995.52513787436	4586203.604000743	41.42451540271345	2.1861596512002137				
﻿98307132623	Centre de Formació de Persones Adultes Rius i Taulet			1998-11-03T00:00:00+01:00	2022-07-15T12:30:49.967989+02:00			267000	Av Príncep d'Astúries	23		27	el Putxet i el Farró	5	Sarrià-Sant Gervasi	8012	BARCELONA	True		200808	20001	Telèfons	Tel.	932371309	True		56733068	Adults	Planol BCN >> Educació >> Ensenyament no reglat >> Adults	651	65103003002000	428943.3132684167	4583839.816418481	41.402961556389265	2.1499138529317703				
﻿75990293992	Centre Educatiu AIES			1996-09-18T00:00:00+02:00	2023-07-27T08:40:09.090875+02:00			87304	C Comte de Salvatierra	5		26	Sant Gervasi - Galvany	5	Sarrià-Sant Gervasi	8006	BARCELONA	True		149970	20001	Telèfons	Tel.	934 236 453	True		56732073	Formació professional	Planol BCN >> Educació >> Ensenyament reglat >> Formació professional	651	65103003001005	429295.9779966915	4583104.50866446	41.39637000478218	2.1542183847229475				
